title,up_name,bvid
如果在大厂，这4个能力赶紧找人聊,月球大叔,BV1K1PaeTERW
亲手帮忙装了台量子计算机，量子时代要来了吗？【硅谷101】,硅谷101,BV1b8P5eWEaC
男尊女卑，是老祖宗给我们最珍贵的启示,陈清静东方传承者,BV1riPYewEBT
出身易学世家的我，劝这类人真的不要瞎算命了！！,易理施,BV1cuAceqE3D
史上首例成功培养的人造生物智能,K形态生命科学,BV1ma4y127Lm
一只老鼠右脑大半被人类神经细胞占据，这是它的行为和智能发生的变化,女神绫波丽,BV1uG4y1n7G3
大脑的低电量模式，如何改变你的认知？,锦鲤实验室,BV1kg4y1x7CU
看完之后，终于理解了那些很少刷手机的人,挪威TALK,BV1BH4y1W75Y
前看后忘可能是大器晚成的视觉空间学习者,A牌大脑,BV15F4m1L7zA
为什么人类更喜欢和长相好看的人交配繁衍？这背后有什么样的演化逻辑？,麦科Mic,BV1Nj411J7Vb
“给你个建议，就是不要总听别人的建议”,黄正义_,BV1bA1XYDEoB
除了更多裁员，AI还能带来什么？【AI中局思考01】,老蒋巨靠谱,BV1KRPie2Ej5
爱情死了，硅胶活了,璐哥看透彻,BV1i6PheDEST
自然界中，85%的雄性没有交配权,Larry想做技术大佬,BV1AXPaeaE7Q
断舍离！不要让多余的选择消耗我们的能量,圈宁CeoxNim,BV1zsPieTER3
人是怎么变强的？,少许荷西_,BV1Hy411v7T6
我们称十秒以上的镜头为长镜头,两只废同,BV1pH4y1c7kP
慕强的本质是成为强者,披荆斩棘的公主,BV1mdKTegEmm
【全200集】少走99%的弯路！一套可能是B站最系统的钢琴教程，手把手教学，通俗易懂，让你自学钢琴不再走弯路！最适合成人学习,B站钢琴教程,BV1AsNZe6E7M
原华为岗跳槽美团，整个面试流畅度高，表达清楚，面试官还是不满意，大厂太难了,IT枫斗者-Java面试,BV18DAnegEsy
UP主组团调戏DeepSeek，结果会怎样？,边亮_网络安全,BV154PaeJExN
【科普】用一节课的时间，带你领悟2500年前的智慧|从零入门佛学概要,青蛙刀圣1993,BV1zXNVekEFM
消耗性聊天的危害【新年特辑】,林老头lin情感,BV1PcF5ezEDA
23岁亿万富翁：这17本书让我获得财务自由！,复利的奇迹基金理财,BV15hK5e6Evk
【中英+文稿】如果不是你，那会是谁？| 这个问题彻底改变了我的人生,思维火种,BV1bdFie3EKd
2025大胆预言,清玄子衿,BV1XHfBYEEKY
"AI时代, HR不愿公开的四种筛选标准",GilbertWuu,BV1D7KVe8EF1
我好像找到了即兴发言的万能公式,小七练表达,BV1dUPWewECD
人情世故的核心是“自由裁量权”，想逆袭？必须精通！,行长王德发,BV1NRwZeuESr
在学校做UP主有多爽？两万粉收入公开,EricForFang,BV1Y1AoeJEQD
价格越贵，卖得越好？2025年，怎么赚有钱人的钱？创业，搞钱必看！,然冉创业说,BV1nQFZeWE2W
你要求伴侣优秀，首先你自己得优秀,夕崽,BV1yEKje4EBV
如非必要，不聊日常。我来教你聊啥！！【春节特辑】,林总linn,BV1ELFNeMEo7
“一个读过二十四史的人，怎么可能看不透人生呢？”,梦鱼_得鹿,BV1ZvAnenEg7
后来我遇到了一些人，我才发觉人与人之间的关系也并非浅薄,烂番茄也是西红柿-_-,BV1tLPMezErg
知识体系构建秘籍：第一原理思考法,TED官方双语精选,BV1zpFae7ErM
大脑最害怕的就是大量重复,Callme王老师,BV1VzNyeXEH4
"💰扒一扒edu邮箱的生意经:自建edu邮箱,免费edu邮箱",小浪的精明生活,BV1ioAJe7EPW
DeepSeek + 倪海厦：打造你的个人中医 AI 知识库（本地部署指南）本地部署 DeepSeek，大师智慧随查随用！倪海厦知识库搭建全攻略,寻方中医,BV1E2AKe2EHL
教你一套唬人的茶文化,B站人文历史学院,BV17MN8emEjS
当你真正的成熟之后，你会发现很多情侣和夫妻之间的关系并不像表面上那么亲密，更严重的是，他们之间可能只是酒肉朋友，脱去动物的本能和冲动后，甚至连普通朋友都做不成。,子论道,BV1GkAne2ER9
帕累托原则：让你的努力更有价值,TED官方双语精选,BV1rCfBYPERe
看完这条视频，你就会知道为什么男性很难在约会软件中配对成功。,硬核科普-,BV1uhPTe6E6i
你敢用一年时间改变自己吗？,一天一悟-修心圣贤,BV18DcgekEoh
男生买卫衣，看这篇就够了！换季必备榜TOP10：百搭实穿，性价比炸裂！圆领|连帽|开衫|男生穿搭|春季穿搭|卫衣男,海上公路男装,BV1qnPaeWEo3
喏，这就叫控制理论【专业装懂词典01】,万能工科生炭烤鱼,BV1EMAQegERz
人这一生有七次改变命运的机会，过来人的肺腑之言,张雪峰说考研就业,BV1qRPNeLE5t
技术不重要！技术不重要？技术不重要！,课代表立正,BV1W2Nfe5E1W
〈强者买单离场〉〈漏头就砍〉不以废物发出的混淆概念而转移自己的意识 不会人云亦云 身边垃圾人自然会少 要有自己的立场 自己才是世界的中心,小蜜桃mitao,BV1H7PFeKEDv
限流？这是低俗视频吗？谁能告诉我！,穿透人性,BV1pVFDeTE6k
你无法戒除自慰，因为你娶了一个恶魔,Web3天空之城,BV1CEKNeoEVx
男人想翻身首先要戒色,戒色指挥官,BV1tCwkehEtg
人生的作弊器——戒色,你來自南方的紅色,BV1GYFTeeEoi
男性大溃败时代来临，中国男人能摆脱“去雄化”魔咒吗？【丰言疯话】,丰言疯话,BV1AmAHewEF8
你在做什么事情的时候可以达到心流？,小五狼本狼,BV13vKWefEEC
侧躺刷手机，有多危险（附超爽替换姿势,叔贵,BV1P2KHeCE48
林轶凌：失去500万美金后，我学会叫停人生,凉子访谈录,BV1tKAteWEf4
快乐自由还不缺钱花？人生的正确玩法【硬核分享】,鸡包蛋包鸡,BV1PRwdehEND
雷军十年前的讲话，精准预测，后悔没有早点看到这个视频,纪实发布,BV1ADPuevE26
女生会回消息，但从不主动怎么破局,黄栗子Ye,BV1oPPheLENV
【中英+文稿】一个基于科学的学习系统，助你迅速掌握任何知识,超级个体之路,BV1DLwXe8EZA
ADHD智商掉线——实则是脑雾影响（第三期下）： 应对 ADHD 脑雾的有效策略,李安童讲ADHD,BV1KMKWe7EWm
男生第一次约会绝对不要做的事——Jinnytty 企鵝妹,改悟Donat,BV1LCNxeMEyw
年后刚释放的岗位，其实都很水！,职场老张,BV1FiAVeqEvA
实际上，变得善于交际其实很容易—— Productive Peter,改悟Donat,BV1ANNmeCE9R
越早崩溃，越快觉醒（自毁式重生）,奇幻日,BV1XNAoe2Et4
深度体验者报告：别把DeepSeek只当小工具用,曹小灵比比叨,BV1MZAwe9EJJ
低空经济，没落地就已经赚飞了。,曹小灵比比叨,BV1cPN1eiEDC
一个案例讲一下终局思维的重要性,-Kim同学,BV1HEATeREkr
"自己写插件，让本地部署deepseek,有记忆并可以联网",陈泽辉Eogee,BV1Q7NTeGEjy
如何让deepseek获得长久记忆的能力 新手向教程,QWQ爆炸豆,BV1VRPyeUEX4
优质男找不到对象的原因,是你的安佳佳呀,BV1RGwRegEzQ
纯干货｜怎么长期无痛坚持一件事？（真的有效）,周小辣_,BV1mzPTePEdC
“你处处顾及别人，可谁又真正在意过你的感受，你啊，你就是好得不够纯粹，坏得不够彻底，所以才那么痛苦”,罗老师人生哲学观,BV1rMwfe8EKD
AI五句话把理工女钓成翘嘴,AI科技评论,BV1cwPvePExT
一个人真的热爱学习的时候，可以学成什么样子？【刘擎】,刘擎教授,BV1Vaw9eBE74
中国为什么没有奢侈品牌？解码奢侈品行业内幕,钦文和他的朋友们,BV1VkPKeVEQ9
已失效视频,灵喜学堂-喜水版,BV1dQPdeJEG9
“我用了整整一年只拍了34张照片”,Red_Yuan,BV1qNrwYkE6c
就这么水灵灵的重启人生了,欧阳春晓Aurora,BV1GE421w7aS
控制你大脑的做局手段！,天涯神贴1000篇,BV1RRKPeVESm
劲爆教程 【Cursor+卡密系统教程】 给你的exe文件加密 做成日卡 周卡 月卡 发售,三少科技,BV1XqArezECL
2035国家大计，如何影响当代年轻人的一生,所长林超,BV14f4y1q7NG
04母单第一次和男生出去的经历。。。,南北Insomnia,BV1h1421U738
大男主如何管理小金库？,陈一枝你坐下,BV1pUA2eqECw
毫不夸张的说，把这个方法吃透，能让你人生开挂，健身，读书，早睡早起都能做到。我不允许我的粉丝还不知道这个方法。,是静静博士,BV1AEAreXECj
【吴恩达】手把手教《构建你自己的数据库智能体》（附代码）：Building Your Own Database Agent——大模型/LLM/Langchain,吴恩达机器学习,BV1dfKJedEkw
阿里大涨14%，解救大厂程序员中年危机,珍大户,BV1yBPAeEEjR
不违法且很赚钱！如果你打算做一个小网络工作室，可以看下2025年全新赛道，将迎来一波风口！,老尹电商创业,BV1gHKVeZEGZ
一边是福鼎茶企老板的苦苦哀求，一边是 8000 万库存的巨大风险，100 万借款借出去是救急还是 “踩雷”？,折扣牛马昕彤,BV1WPAGe6Eiz
这些想法，与其说幼稚单纯，不如说是痴心妄想！,职场老金在这里,BV11pAoeNEMa
小而准的经历 vs 高大上的学历——谁更吃香？【Hill x 小v】,寻找C位的小v,BV1v5fLYRE7f
走出一条自己的路，再把它变成最好的路,罗胖罗振宇,BV1ZFAfeZETP
通缩来袭！房价下跌！会有大通胀吗？普通人该如何自救？【银行行长说通缩】,行长王德发,BV1WbAPenEo9
当你放弃“这些念头” 你的人生才会真正开挂！,柒大懂,BV1T2KGeQEsk
这只是一个廉政主题脱口秀的片段,行政脱口秀,BV1KwPueMEAi
通往自由之路：从生命政治到精神政治（三）,星河一苇,BV1ynApeBEYR
职场中需求决定关系，真的解开了我多年的迷惑,冰言良语,BV1NSN6e8EAm
坦然面对自己的欲望、你会活的很爽、并且得到想要的,大迎本人,BV1cYHheMEmD
越是被忽视的战场，往往能做出大生意#刘海峰#商业思维#老板思维,海峰高维战略,BV1FuN3eNEiD
同学，你有没有羡慕过别人的生活？,晓艳教英语,BV11iPNetEp7
HR压薪话术破解版：不是高薪给不了，是你不会谈！,职场教练Echo,BV1EbNgeaEUN
一定切记贵人不可贱用，否则人生路会越走越窄！,穿透人性缘,BV1XGPcetE9N
内向外向的人格分类如何合理化阶层结构！为什么说人格心理学是资本主义的？,社科博士联盟,BV1pT4y1s7BH
"""困住你的到底是什么”",幸运小北子,BV14gPPe4EzV
该扯皮时就要扯皮，别闷声吃亏！！！,刘八副,BV1mHAfeCErx
80多岁老院士解密学习的重要目的,院士智慧阁,BV1voPAeKEdt
一个人快速晋升阶层的最好工具是什么#刘海峰#人生感悟#处世经验,海峰高维战略,BV1VMNZeHEwc
【课程节选】我是如何用「生命管理」梳理信息的？一套打通知识、记忆、人际和流程的笔记体系,本子在隔壁,BV1CWKTewEp2
不要浪费自己的时间去面这些疯子岗位啦！,超级打工仔A,BV13RsSe2EN3
什么样的人最难在社会上立足？,real_屠龙的胭脂井,BV19nPNeBEkQ
可以做成任何事情的框架 #初创启动台,王皓__宁皓网,BV1pcAJeREaU
坐飞机头等舱的人都是什么职业？,艾维奇Vic,BV1VWPNeqEeX
盲目约会只可能适得其反，搞清楚什么时候该约会,lin距离社交,BV1VfA6eiEcp
25套春季搭配 微胖男生选对外套一样帅140-200斤来！ 男生春季外套搭配指南丨壮汉胖人必看丨户外夹克丨牛仔夹克丨军事夹克丨工装夹克丨,大呸湿,BV1iJwSecEBA
所有消息，包括内幕消息，都已经提前反映在股价上了,打板教头,BV1HPwmeYE8J
太想进步了，第一次送礼，案例+具体流程详解,行长王德发,BV1sYA6eWEjf
李飞飞是女版马斯克吗？【大小马聊科技68】-上,大小马聊科技,BV1ZWHpe3ESn
道士提示：这几个玄学提示一定要注意！,八戒大师助你翻身,BV1fTAheJEP3
人生就是经历和自由,暴叔讲升学规划,BV1E9AgetECi
精力恢复指南：建立休息+玩乐空间,就是昭路,BV1u9AFemEuD
这就是程序员最大的悲哀！,晓舟报告,BV1x8A6exEay
只知道追女生对她好？进来罚站吧,lin距离社交,BV1RnPNeBEqx
账户增长的最大秘密，就是避免亏损，其实财富没有秘密...,打板教头,BV1BnKGezEZW
如果古代人学会建造信息茧房,张口说本人,BV1ZEPTemELB
升级认知的两个维度,凌九说,BV1FhFfeoEQe
不要对未来感到焦虑，一切未定「人民日报摘抄」,云叔-躺平版,BV1gFANeFEKQ
如果你在小公司，赶紧提升这4种能力,月球大叔,BV1mzPTePEad
男生一定要知道的三大穿搭法则！提升衣品真的很容易，附懒人成套搭配分享|套装|男生变帅|穿搭干货|三明治穿搭法则,海上公路男装,BV1mNWWecE3T
i人社会化生存训练第一课：学会闲聊 丝滑社交,小七练表达,BV1qYAneQEEL
被封禁千年，很多大佬都在偷偷看的“宰相笔记”讲了什么？,北海先生原创,BV1yaPceyECf
关于我跟员工道歉后，感悟到的那点事,健人鑫,BV1AwPTe8EDx
3个问题问出女生底色,黄栗子Ye,BV1o5PNekEf4
一天 30 条！ DeepSeek 加飞书表格加剪映，批量矩阵做生意,曾有钱AI工作流,BV1u6PFenEWW
中国正妹的择偶劣根性,梵公子-直播号,BV1DWPUexE9g
在1毫米的宽度，打出1千米的深度，是普通人逆袭的唯一方法。,凌九说,BV1V8NBevE7K
认清自己只有一个方法：激活生命力,迦迦达,BV1kuxRe1EtD
岱川博士: 不要再浪费时间读书了，除非…,岱川博士,BV1N8yaYSEDm
埃森哲CEO给女性的成功建议：不要浪费太多的时间质疑自己,LetsEmpowerHer,BV1p7iBYkEPY
复旦陈果：找到自我提升的动力，不要再骗自己假装努力,名人智慧讲坛,BV1NG411x726
自我成长的精髓：资本化你的强项（而不是过度关注弱项）,硬核的HeyMatt,BV15c411q7HL
如何改善现状，成为更好的自己？ ► 只需要花5分钟，问自己一个问题... 听听心理学教授怎么说 - Dr. Jordan B Peterson（中英字幕）,WisdomBread智慧面包,BV1NZ4y1Y7i7
【王德峰】不要试图改造别人！,王德峰,BV1nT421k7as
【GCN熟肉】如何提升最大摄氧量（VO2 Max）,二8大杠,BV1n3NVerEdS
张朝阳：中国人成长很慢，一生浪费了太多的时间,叶凌尘-生财有术,BV1wVFjeuEq7
这样安慰人，可能会爱上你,成长小豆芽,BV1hSApeUEo6
你知道怎么利他么？,老强说,BV1J7AZetEsE
这期讲不好容易被封｜汽车自媒体背后的真相,ToTo文翰,BV18jFLe7E5u
你必须教会人们如何对你产生感觉：这就是游戏的本质—— PsycHacks,-动力火炬-,BV1niF7eGELk
我发现，人一定要读书和运动,心灵成长日记,BV1GucceSEi4
有多少高材生，都被这奇葩的舆论环境给糟蹋了,郑在胡说八道,BV1H9wQe1Ehx
天涯神贴：提升自己最快的方法,天涯神贴_升维珍藏,BV1Q2q5YtEtd
【自我提升】新纪元的你：专注于自己三周，成为一个全新的自己（完整指南）｜Nika Erculj,星光成长记,BV1sHqNY9Eu1
最近这个情况，你会发现金字塔上下是完全相反的两个极端,赏味不足,BV11AAxemEex
发现职场混的好的人很擅长Small Talk,成长小豆芽,BV16CPceTENv
有氧运动 vs. 力量训练：哪种运动最能提升大脑健康？,MindBodyGlow,BV1RJFZeLEYA
边玩手机边做的全身拉伸 ，碎片时间的健康革命！床上健身系列,范李猿,BV1NjfUYYEqP
怎样去培养个人身上的气质：1.慢,时の离,BV1b4NRerEem
已失效视频,第二成长计划,BV1CeAfeiEga
恐怖执行力不靠任何意志力，而在于：「鬼魅的动机」,海龙の进击的艺术,BV1krP2eKExW
强烈建议：不要担心别人会超过你,秋意的告白,BV1CWSBYyEhy
【珍藏必看】非程序员Cursor完全指南，Vibe Coding,KrillinAI,BV165NfeKEgX
人生支点越多，你的内核就越稳！,雨宸_依恋人格专题,BV1KxfpYhEbo
面试大忌！张嘉元的错误你中招了吗？,哀绿妈妈洪朝阳,BV1bpAKeAE2e
易中天教授：天地不仁 ，以万物为刍狗,名人开悟语录,BV1CVPoeNEao
大学生2000元能做到的捯饬外貌最短路径,林耀钳,BV1wTAyeZEz5
如何修炼「识局」能力,城南同学聊成长,BV1qvKTe9EGe
当代男性困局（越逞强，越孤独）,奇幻日,BV1thAkeYEFr
还能再薅一把,上分中年人,BV1HsAaeoEQV
哪个爹发明的穷养儿啊？,无无无无语森,BV1aKAeemExF
破茧乘风，未来已来,超哥留学晚七点直播,BV1EFAfefEVp
女生说你能借我点钱吗？ 急用，要怎么回复 #恋爱  #脱单 #聊天记录分析,大鹏聊天指南,BV1QhAAeFECx
功能性训练教你如何正确「训练核心」（二）,举铁的马里奥,BV1LjAJeyEsq
深度解读：DeepSeek是否把英伟达拉下神坛？,老石谈芯,BV1uFPFeUEFW
高薪工作方法提炼之买土豆,就喜吃绿豆,BV1R5N8eCEbU
沟通力强的人，说话顺序都是这样的,栀子新知,BV1c2Nae8EMr
